   ,title,gender_book,author_book,,,,,
1235,"Comandante Che – Guerrilheiro, líder e estrategista, 1956-1967.",BIOGRAFIA,Paul J. Dosal,,,,,
1236,"Comandante Che – Guerrilheiro, líder e estrategista, 1956-1967",BIOGRAFIA,Paul J. Dosal,,,,,
1237,Almanaque Abril – Brasil 2005,,-,,,,,
1238,Almanaque Abril – Brasil 2005,,-,,,,,
1239,Almanaque Abril – Esporte 2005,,,,,,,
1240,Almanaque Abril – Esporte 2005,,,,,,,
1241,Me leva Brasil ,ASSUNTOS DIVERSOS,Maurício Kubrusly,,,,,
1242,Me leva Brasil ,ASSUNTOS DIVERSOS,Maurício Kubrusly,,,,,
1243,Incidente em Antares,LIT.BRASILEIRA,Érico Veríssimo,,,,,
1244,"Jorge, um brasileiro",ASSUNTOS DIVERSOS,Oswaldo França Júnior,,,,,
1245,O gato malhado e a andorinha sinhá: uma história de amor.,LIT.BRASILEIRA,Jorge Amado,,,,,
1246,Do mundo da leitura para a leitura do mundo,LINGUAGENS,Marisa Lajolo,,,,,
1247,Do mundo da leitura para a leitura do mundo,LINGUAGENS,Marisa Lajolo,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1248,O carteiro e o poeta,LIT.ESTRANGEIRA,Antônio Skármeta,,,,,
1249,O carteiro e o poeta,LIT.ESTRANGEIRA,Antônio Skármeta,,,,,
1250,"Meninos, eu conto",LITERATURA BRASILEIRA,Antônio Torres,,,,,
1251,"Meninos, eu conto",LITERATURA BRASILEIRA,Antônio Torres,,,,,
1252,Os segredos dos presidentes - Dossiê Brasília ,BIOGRAFIA,Geneton Moraes Neto,,,,,
1253,Os segredos dos presidentes - Dossiê Brasília ,BIOGRAFIA,Geneton Moraes Neto,,,,,
1254,O harém das bananeiras,,Carlos Heitor Cony,,,,,
1255,O harém das bananeiras,,Carlos Heitor Cony,,,,,
1256,Antologia Poética: Patativa do Assaré,LITERATURA DE CORDEL,Patativa do Assaré,,,,,
1257,Antologia Poética: Patativa do Assaré,LITERATURA DE CORDEL,Patativa do Assaré,,,,,
1258,Na virada do século (poesia de invenção do Brasil) ,HISTÓRIA,Claudio Daniel/Frederico Barbosa ,,,,,
1259,Na virada do século (poesia de invenção do Brasil) ,HISTÓRIA,Claudio Daniel/Frederico Barbosa ,,,,,
1260,Fase Terminal,LITERATURA INFANTOJUVENIL,Álvaro Cardoso Gomes,,,,,
1261,Fase Terminal,LITERATURA INFANTOJUVENIL,Álvaro Cardoso Gomes,,,,,
1262,Cartas de amor – As heróídes ,LITERATURA ESTRANGEIRA,Ovídio,,,,,
1263,Cartas de amor – As heróídes ,LITERATURA ESTRANGEIRA,Ovídio,,,,,
1264,Cinco Histórias do bruxo Cosme Velho,LITERATURA BRASILEIRA,Machado de Assis,,,,,
1265,Cinco Histórias do bruxo Cosme Velho,LITERATURA BRASILEIRA,Machado de Assis,,,,,
1266,Papéis Avulsos I,LITERATURA BRASILEIRA,Machado de Assis,,,,,
1267,Papéis Avulsos II,LITERATURA BRASILEIRA,Machado de Assis,,,,,
1268,O diário de um mago,LITERATURA BRASILEIRA,Paulo Coelho,,,,,
1269,O manual do guerreiro da luz,LITERATURA BRASILEIRA,Paulo Coelho,,,,,
1270,"Amor impossível, possível amor",LITERATURA INFANTOJUVENIL,Pedro Bandeira  e Carlos Queiroz Telles,,,,,
1271,"Amor impossível, possível amor",LITERATURA INFANTOJUVENIL,Pedro Bandeira  e Carlos Queiroz Telles,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1272,Almanaque abril mundo 2005,ASSUNTOS DIVERSOS,-,,,,,
1273,Almanaque abril mundo 2005,ASSUNTOS DIVERSOS,-,,,,,
1274,Poesia fora da estante - Vol. 2,POESIA,Vera Aguiar (Coord.),,,,,
1275,Poesia fora da estante - Vol. 2,POESIA,Vera Aguiar (Coord.),,,,,
1276,Poesia fora da estante - Vol. 1,POESIA,Vera Aguiar (Coord.),,,,,
1277,Poesia fora da estante - Vol. 1,POESIA,Vera Aguiar (Coord.),,,,,
1278,A arte de viver e ser feliz,PSICOLOGIA,Luiz Alexandre Solano Rossi,,,,,
1279,A arte de viver e ser feliz,PSICOLOGIA,Luiz Alexandre Solano Rossi,,,,,
1280,Lata de tesouros,LITERATURA INFANTOJUVENIL,Carlos Urbim,,,,,
1281,Lata de tesouros,LITERATURA INFANTOJUVENIL,Carlos Urbim,,,,,
1282,Para gostar de escrever,,Faraco & Moura,,,,,
1283,Para gostar de escrever,,Faraco & Moura,,,,,
1284,"Tribos urbanas, você e eu",LITERATURA INFANTOJUVENIL,Wilma Regina Alves da Silva,,,,,
1285,"Tribos urbanas, você e eu",LITERATURA INFANTOJUVENIL,Wilma Regina Alves da Silva,,,,,
1286,Juscelino Kubitschek – O presidente bossa nova.,BIOGRAFIA,Marleine Cohen,,,,,
1287,Juscelino Kubitschek – O presidente bossa nova.,BIOGRAFIA,Marlene Coheni,,,,,
1288,Poesia numa hora dessas?,POESIA,Luiz Fernando Veríssimo,,,,,
1289,Poesia numa hora dessas?,POESIA,Luiz Fernando Veríssimo,,,,,
1290,O inventor de brincadeiras ,LITERATURA INFANTOJUVENIL,Leo Cunha,,,,,
1291,O inventor de brincadeiras ,LITERATURA INFANTOJUVENIL,Leo Cunha,,,,,
1292,Mundo de Coisas,,Marcelo Xavier,,,,,
1293,Mundo de Coisas,,Marcelo Xavier,,,,,
1294,Fortaleza de dunas andantes a cidade banhada de sol,,Valber Benevides,,,,,
1295,O menino da rua alegre (N. Rodrigues),LITERATURA INFANTOJUVENIL,Marcus Tafuri,,,,,
1296,O menino da rua alegre (N. Rodrigues),LITERATURA INFANTOJUVENIL,Marcus Tafuri,,,,,
1297,Os mutantes – uma nova humanidade para um novo milênio,,Pierre Weil,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1298,O contestado,HISTÓRIA,Eduardo José Afonso,,,,,
1299,O contestado,HISTÓRIA,Eduardo José Afonso,,,,,
1300,O sorriso do gato (Lewia Carrol),LITERATURA INFANTOJUVENIL,Lucila Garcez e outro,,,,,
1301,Os criminosos vieram para o chá,LITERATURA INFANTOJUVENIL,Stella Car,,,,,
1302,Os criminosos vieram para o chá,LITERATURA INFANTOJUVENIL,Stella Car,,,,,
1303,Machado de Assis para principiantes,LITERATURA INFANTOJUVENIL,Marcos Bagno,,,,,
1304,Machado de Assis para principiantes,LITERATURA INFANTOJUVENIL,Marcos Bagno,,,,,
1305,Um Dom Quixote brasileiro,LITERATURA INFANTOJUVENIL,Dirceu Filho,,,,,
1306,Um Dom Quixote brasileiro,LITERATURA INFANTOJUVENIL,Dirceu Filho,,,,,
1307,Viagem ao centro da terra - Coleção  recontar ,LITERATURA INFANTOJUVENIL,Júlio Verne,,,,,
1308,Viagem ao centro da terra - Coleção  recontar ,LITERATURA INFANTOJUVENIL,Júlio Verne,,,,,
1309,Três dias descobrindo a terra e o amor,LITERATURA INFANTOJUVENIL,Cláudio Scliar,,,,,
1310,Três dias descobrindo a terra e o amor,LITERATURA INFANTOJUVENIL,Cláudio Scliar,,,,,
1311,Viagem Virtual,LITERATURA INFANTOJUVENIL,Vera Carvalho Assumpção,,,,,
1312,Viagem Virtual,LITERATURA INFANTOJUVENIL,Vera Carvalho Assumpção,,,,,
1313,Missão secreta na transamazônica,LITERATURA INFANTOJUVENIL,Assis Brasil,,,,,
1314,Missão secreta na transamazônica,LITERATURA INFANTOJUVENIL,Assis Brasil,,,,,
1315,Chico Buarque do Brasil ,BIOGRAFIA,Rinaldo de Fernandes,,,,,
1316,Chico Buarque do Brasil ,BIOGRAFIA,Rinaldo de Fernandes,,,,,
1317,Patativa do Assaré - Digo e não peço segredo,LITERATURA DE CORDEL,Ag. Tadeu Feitosa,,,,,
1318,O código da Vinci,LITERATURA ESTRANGEIRA,Dan Brown,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1319,Portugal : lembranças de uma viagem,,Alberto Mosa,,,,,
1320,Jóias de família,,Zulmira Ribeiro Tavares,,,,,
1321,"A gênese africana (contos, mitos e lendas da África).",CULTURA AFROBRASILEIRA E INDÍGENA,Douglas G. Fox/Leo Frobenius,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1322,"A gênese africana (contos, mitos e lendas da África).",CULTURA AFROBRASILEIRA E INDÍGENA,Douglas G. Fox/Leo Frobenius,,,,,
1323,A luta pelas terras no Brasil - das sesmarias ao MST,HISTÓRIA,Cristina Strazzacappa,,,,,
1324,Da arte de persuadir,FILOSOFIA,Blaise Pascal,,,,,
1325,Da arte de persuadir,FILOSOFIA,Blaise Pascal,,,,,
1326,O menino do dedo verde,LITERATURA INFANTOJUVENIL,Maurice Druon,,,,,
1327,O melhor da crônica brasileira,CRÔNICA,Ferreira Gullar,,,,,
1328,Dona Flor e seus dois maridos,LITERATURA BRASILEIRA,Jorge Amado,,,,,
1329,O jogo do camaleão,LITERATURA INFANTOJUVENIL,Marçal Aquino,,,,,
1330,Capitães de areia,LITERATURA BRASILEIRA,Jorge Amado,,,,,
1331,Amrik,LITERATURA BRASILEIRA,Ana Miranda,,,,,
1332,Bento que bento é o frade,LITERATURA INFANTOJUVENIL,Ana Maria Machado,,,,,
1333,Antes que o mundo acabe,LITERATURA INFANTOJUVENIL,Marcelo Carneiro da Cunha,,,,,
1334,Antes que o mundo acabe,LITERATURA INFANTOJUVENIL,Marcelo Carneiro da Cunha,,,,,
1335,As diversas faces do terrorismo,ASSUNTOS DIVERSOS,Paulo Sutti e Silvia Ricardo,,,,,
1336,Anarquistas graças a Deus,LITERATURA BRASILEIRA,Zélia Gattai,,,,,
1337,O absurdo e a graça (autobiografia),BIOGRAFIA,Jean-Yves Leloup,,,,,
1338,Contos populares do Brasil ,CONTOS,Silvio Romero,,,,,
1339,Contos populares do Brasil ,CONTOS,Silvio Romero,,,,,
1340,Lendas Negras,CULTURA AFROBRASILEIRA E INDÍGENA,Júlio Emílio Braz e Salmo Dansa,,,,,
1341,Lendas Negras,CULTURA AFROBRASILEIRA E INDÍGENA,Júlio Emílio Braz e Salmo Dansa,,,,,
1342,A violência da moeda,,Michel Aglietta e André Orléan,,,,,
1343, Antologia Poética do Neruda,,Pablo Neruda,,,,,
1344,JK - Como nasce uma estrela,,Carlos Heitor Cony,,,,,
1345,A revolução científica ,,John Henry e outro,,,,,
1346,De bem com você,,Sueli Oliveira e Marcos de Benedicto,,,,,
1347,De bem com você,,Sueli Oliveira e Marcos de Benedicto,,,,,
1348,Obra poética – Fernando pessoa ,,Fernando Pessoa,,,,,
,,,,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1349,O santo e a porca,TEATRO,Ariano Suassuna,,,,,
1350,Na ponta da língua – como escapar das pegadinhas do português.,PORTUGUÊS,Professor Helinho,,,,,
1351,Na ponta da língua – como escapar das pegadinhas do português.,PORTUGUÊS,Professor Helinho,,,,,
1352,Qual é moral da história? 50 parábolas para você refletir.,,Amir Mattos,,,,,
1353,Qual é moral da história? 50 parábolas para você refletir.,,Amir Mattos,,,,,
1354,Dez conversas – diálogos com poetas contemporâneos,,Fabrício Marques,,,,,
1355,Dez conversas – diálogos com poetas contemporâneos,,Fabrício Marques,,,,,
1356,O mais importante é o amor,ESPIRITUALIDADE,-,,,,,
1357,O mais importante é o amor,ESPIRITUALIDADE,-,,,,,
1358,O chão de Graciliano,,-,,,,,
1359,A História da Terra,,Hendrik Herman Ens/Paulo Roberto Moraes,,,,,
1360,Entre a espada e a rosa,,Marina Colasanti,,,,,
1361,Histórias para aprender a sonhar,,Oscar Wilde,,,,,
1362,"Eu , Safiya ( história  da nigeriana que sensibilizou o mundo)",,Safiya Hussaini TungarTudu e Raffaele Masto ,,,,,
1363,Platão – Por mitos e hipóteses,,Lygia Araújo Watanabe,,,,,
1364,Lucíola,LITERATURA BRASILEIRA,José de Alencar,,,,,
1365,Ao jovem do novo milênio,,Carlos Aurino Barroso Guedes,,,,,
1366,O monge que vendeu sua Ferrari,PSICOLOGIA,Robin S. Sharma,,,,,
1367,Cartas perto do coração,,Fernando Sabino/Clarice Lispector,,,,,
1368,Poemas de amor,,Augusto F. Schimidt,,,,,
1369,Poemas de amor,,Augusto F. Schimidt,,,,,
1370,Para os filhos dos filhos dos nossos filhos,,José Pacheco,,,,,
1371,A bolsa e a vida,,Carlos Drummond de Andrade,,,,,
1372,A bolsa e a vida,,Carlos Drummond de Andrade,,,,,
1373,A música da natureza,CRÔNICA,Rubem Alves,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1374,Transparências da eternidade,CRÔNICA,Rubem Alves,,,,,
1375,Janela mágica,,Cecília Meireles,,,,,
1376,Cânticos,,Cecília Meireles,,,,,
1377,"Giroflê, Giroflá",,Cecília Meireles,,,,,
1378,As palavras voam,,Cecília Meireles,,,,,
1379,A pena e a lei ,,Ariano Suassuna,,,,,
1380,As parceiras,,Lia Luft,,,,,
1381,As parceiras,,Lia Luft,,,,,
1382,Vidas secas ,LITERATURA BRASILEIRA,Graciliano Ramos,,,,,
1383,As melhores crônicas de Fernando Sabino,CRÔNICA,Fernando Sabino,,,,,
1384,Verdes Canaviais,,Vera Vilhena de Toledo/Cândida Vilares Gancho,,,,,
1385,Memórias de um Sarg. de Milícias,LITERATURA BRASILEIRA,Manuel A. de Almeida,,,,,
1386,A conspiração,,Majori Claro,,,,,
1387,A farsa Ianomâmi,,Carlos Alberto Lima Barreto,,,,,
1388,A capital do Ceará,,Geraldo da Silva Nobre,,,,,
1389,Budapeste,LITERATURA BRASILEIRA,Chico Buarque,,,,,
1390,Sua letra diz muito sobre você,ASSUNTOS DIVERSOS,-,,,,,
1391,Auto-retrato e outras crônicas,,Carlos Drummond de Andrade,,,,,
1392,Amar é preciso,,Maria Helena Matarazzo,,,,,
1393,200 crônicas escolhidas,CRÔNICA,Rubem Braga,,,,,
1394,Trago do verbo - poesia,POESIA,Alana Girão de Alencar,,,,,
1395,"Teatro I – Pluft , o fantasminha, etc.",,Maria Clara Machado,,,,,
1396,Meditação em versos uma viagem ao mundo interior,,João Bosco Barbosa Martins,,,,,
1397,Água da pedra,,Beatriz Alcântara,,,,,
1398,A teoria da relatividade especial e geral ,,Albert Einstein,,,,,
1399,20 poemas de amor e uma canção desesperada.,,Pablo Neruda,,,,,
1400,Raul da ferrugem azul,,Ana Maria Machado,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1401,Sagarana,LITERATURA BRASILEIRA,João Guimarães Rosa,,,,,
1402,Fala sério! ,,Andrea T. Matheus/Evelyn Eisenstein,,,,,
1403,Os melhores Contos,CONTOS,Malba Tahan,,,,,
1404,Os melhores Contos,CONTOS,Malba Tahan,,,,,
1405,Poesia reunida,POESIA,Orides Fontela,,,,,
1406,Por uma outra globalização,,Milton Santos,,,,,
1407,Os grandes experimentos científicos,,Michel Rival,,,,,
1408,11 histórias de futebol,,Domingos Pellegrini et al.,,,,,
1409,O preço do sucesso,,Giselda Laporta Nicolelis,,,,,
1410,O preço do sucesso,,Giselda Laporta Nicolelis,,,,,
1411,Como vejo o mundo ,,Albert Einstein,,,,,
1412,Sutil é o senhor – A ciência e a vida de Albert Einstein,,Abraham Pais,,,,,
1413,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1414,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1415,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1416,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1417,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1418,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1419,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1420,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1421,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1422,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1423,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1424,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1425,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1426,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1427,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1428,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1429,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1430,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1431,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1432,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1433,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1434,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1435,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1436,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1437,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1438,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1439,Coleção Literatura em minha casa -Poesia - A bailarina e outros poemas,,Roseana Murray,,,,,
1440,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1441,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1442,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1443,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1444,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1445,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
,,,,,,,,
,,,,,,,,
1446,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1447,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1448,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1449,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1450,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1451,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1452,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1453,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1454,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1455,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1456,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1457,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1458,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1459,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1460,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1461,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1462,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1463,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1464,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1465,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1466,Coleção Literatura em minha casa - Contos - Quem conta um conto?,,Ana Maria Machado et al,,,,,
1467,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1468,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1469,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1470,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1471,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1472,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1473,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1476,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1477,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1478,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1479,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1480,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1481,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1482,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1483,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1484,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1485,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1486,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1487,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1488,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1489,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1490,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1491,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1492,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1493,Coleção Literatura em minha casa - Novela - Carta errante...,,Mirna Pinsky,,,,,
1494,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1495,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1496,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
,,,,,,,,
1497,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1498,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1499,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1500,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1501,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1502,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1503,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1504,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1505,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1506,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1507,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1508,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1509,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1510,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1511,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1512,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1513,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1514,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1515,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1516,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1517,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1518,Coleção Literatura em minha casa - Novela - Clássicos - Os miseráveis,,Victor Hugo,,,,,
1519,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1520,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1521,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1522,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
,,,,,,,,
1523,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1524,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1525,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1526,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1527,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1528,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1529,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1530,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1531,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1532,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1533,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1534,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
N.º do Reg.,TÍTULO,,AUTOR,,,,,
1535,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1536,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1537,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1538,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1539,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1540,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
1541,Coleção Literatura em minha casa  - Teatro - (...) Feiurinha,,Pedro Bandeira,,,,,
