   ,title,gender_book,author_book,,,,,
3488,Os Melhores Contos de Lima Barreto,,Francisco de Assis Barbosa,,,,,
3489,A Evolução da |Física,,Albert Aistein e Leopold Infeld,,,,,
3490,Física Moderna Experimental,,Marisa Almeida Cavalcante Cristiane R. C. Tavolaro,,,,,
3491,Manual de Orientação Sexual,,Marcio Ruiz Schiavo,,,,,
3492,Folclore e Companhia,,Robson Alves dos Santos  e Marcia Maria Villanacci Braga,,,,,
3493,Dicionário Santillana para estudantes - Espanhol,,Miguel Diaz y Garcia Talavera,,,,,
3494,Gramática e Prática de Español para Brasilños,,Adrián Fanjul,,,,,
3495,Estátistica Fácil,,Antonio Arnot Crespo,,,,,
3496,Psicologias - Uma Introdução ao Estudo de Psicologia,,Ana Mercês Bahia Bock           Odair Furtado  e  Maria de Lourdes Trassi Teixeira,,,,,
3497, Cordéis e outros Poemas - Coleção - Literatura no Vestibular,,Patativa do Assaré,,,,,
3498,O Ouvido Pensante,,Murray Schafer,,,,,
3499,Uma Nova Visão da Política e da Economia,,Rose Marie Muraro,,,,,
3500,A Célula - Uma Abordagem Molecular,,Geoffrey M. Cooper / Robert E. Hausman,,,,,
3501,Almanaqui Abril 2010,,Vários Autores,,,,,
3502,Inglês Série Novo - Ensino Médio 1,,Amadeu Marques,,,,,
3503,Madame Bovary,,Gustave Flaubert,,,,,
3504,Caramuru,,Santa Rita Durão,,,,,
3505,Dois Tratados do Governo Civil,,Jonh Locke,,,,,
3506,Memórias de Um Sargento de Milícias,,Manuel Antônio de Almeida,,,,,
3507,Sonetos,,Florbela Espanca,,,,,
3508,Mapa do Mundo-Crônicas sobre Leitura,,Marta Morais da Costa,,,,,
3509,Ser Como o Rio que Flui,,Paulo Coelho,,,,,
3510,O Valor Turístico na Economia da Sustentabilidade,,Leandro de lemos,,,,,
3511,Crônicas 3,,"Paulo Mendes Campo, Rubem Braga e outros.",,,,,
3512,Ações Afirmativas e Igualdade Racial - A Contribuição do Direito na Construção de um Brasil Diverso,,João Paulo de Faria Santos,,,,,
3513,O Primo Basílio,,Eça de Queiroz,,,,,
3514,Lucíola,,José de Alencar,,,,,
3515,Deserto Verde,,Manuel Filho,,,,,
3516,Explicando a Arte,,Jô Oliveira e Lucilía Garcez,,,,,
3517, O Alienista - Coleção Bom Livro ,,Machado de Assis,,,,,
3518, O Guarani - Coleção Bom Livro ,,José de Alencar,,,,,
3519,Crônicas 4,,"Rubem Braga, Carlo Drummond de Andrade e outros.",,,,,
3520,Série Bom Livro - O Mulato,,Aluísio Azevedo,,,,,
3521, A Luneta Mágica - Série Bom Livro ,,Joaquim Manuel de Macedo,,,,,
3522,O Gaúcho - Série Bom Livro ,,José de Alencar,,,,,
3523, Inocência - Série Bom Livro ,,Visconde de Taunay,,,,,
3524,Os Maias - Série Bom Livro ,,Eça de Queiroz,,,,,
3525,Jogo das Diferenças,,Luiz Alberto Oliveira Gonçalves,,,,,
3526,Romeu e Julieta,,William Shakespeare,,,,,
3527,Minidicionário ESP/ PORT – PORT/ESP,,Eugenia Flavian,,,,,
3528,De Conto em Conto,,"António de Alcântra Machado, Artur Azevedo e outros",,,,,
3529,Brincadeiras Engraçadas,,Volney J. Berkenbrock,,,,,
3530,A Volta ao mundo em 80 dias,,Júlio Verne,,,,,
3531,"Mamãe, vou ter um Bebê",,Eve Bunting,,,,,
3532,Coleção Clássicos - Luzia-Homem,,Domingos Olímpio,,,,,
3533,A Escrita da Clínica - psicanálise com crianças,,Tânia Ferreira,,,,,
3534,O Protagonismo na Educação,,Juan Escámez e Ramón Gil,,,,,
3535,O Mercosul e a sociedade global,,Walter Praxedes e Nelson Piletti,,,,,
3536,Violência e Cidadania no Brasil,,Regina C. Pedroso,,,,,
3537,A Prática Educativa - Como Ensinar,,Antoni Zabala,,,,,
3538,Ensinar e Aprender Brincando,,Pam Schiller e Joan Rossano,,,,,
3539,Fundamentos de Anatomia e Fisiologia,,Gerard J. Tortora,,,,,
3540,A New Way Of English,,Sophia Moore,,,,,
3541,Introdução à Teoria da Literatura,,Antônio Soares Amora,,,,,
3542,Sociologia,,Paulo Meksenas,,,,,
3543,Jogos e brincadeiras Musicais,,Alliana Daud,,,,,
3544,LDB Fácil,,Moaci Alves Carneiro,,,,,
3545, Casa de Pensão - Coleção Prestígio ,,Aluísio de Azevedo,,,,,
3546,Coleção Prestígio - Iracema,,José de Alencar,,,,,
3547,Coleção Clássicos - Dom Casmurro,,Machado de Assis,,,,,
3548,"Cartografias da Cultura e da Violência guangues, galeras e o movimento hip hop",,Glória Diógenes,,,,,
3549,O Pequeno Príncipe,,Antoine de Saint-Exupéry,,,,,
3550,Poemas de Gregório de Matos,,Leticia Malard,,,,,
3551,Brincadeiras e Dinâmicas para Grupos,,Volney J. Berkernbrock,,,,,
3552,O Olhar em Construção: Uma experiencia de ensino e aprendizagem da arte na escola,,Anamelia Bueno Buoro,,,,,
3553,As Veias Abertas da América Latina,,Eduardo Galeano,,,,,
3554,Empréstimos Linguísticos na Língua Portuguesa,,Nelly Carvalho,,,,,
3555,50 Grandes Sociólogos Conteporâneos,,John Scott,,,,,
3556,Ensaio Sobre A Lucidez,,José Saramago,,,,,
3557,O Caminho Para a Distância,,Vinicius de Moraes,,,,,
3558,"Ciência, Ética e Sustentabilidade",,Marcel Bursztyn,,,,,
3559,A Coerência Textual,,Igedore Villaça Koch e Luiz Carlos Travaglia,,,,,
3560,Pais Brilhantes Professores Fascinantes,,Augusto Cury,,,,,
3561,Histórias de Professores e Alunos,,"Fernando Sabino, Rubem Braga",,,,,
3562,A Caixa de Pandora e Outras Histórias,,Alexandre Lobão,,,,,
3563,Minimanual Compacto de Física Teoria e Prática,,Alessandra Bosquilha e outro,,,,,
3564,Compêndio de Introdução a Ciência do Direito,,Maria Helena Diniz,,,,,
3565,A Cabana,,William P. Young,,,,,
3566,Poluentes Atmosféricos,,M. Elisa Marcondes Helene,,,,,
3567,123 respostas sobre drogas,,Içami Tiba,,,,,
3568,Sociologia e Sociedade Pós-industrial,,Paulo Sérgio do Carmo,,,,,
3569,"Profissão Docente: Novos Sentidos, Novas Perspectivas",,Ilma Passos A. Veiga e outros,,,,,
3570,Afro Brasil em Cordel,,Nezite Alencar,,,,,
3571,Cordel,,Cuíca de Santo Amaro,,,,,
3572,Cordel,,Zé Melancia,,,,,
3573,Cordel,,Manoel Cabloco,,,,,
3574,Cordel,,Neco Martins,,,,,
3575,Cordel,,Rodolfo Coelho Cavalcante,,,,,
3576,A Cartomante,,Machado de Assis,,,,,
3577,A Aventura do Teatro,,Maria Clara Machado,,,,,
3578,O Casamento Suspeitoso,,Ariano Suassuna,,,,,
3579,Retratos da Leitura no Brasil,,Galeno Amorim ,,,,,
3580,A Arte de Resolver Problemas,,G. Polya,,,,,
3581,A Menina Que Roubava Livros,,Markus Zusak,,,,,
3582,Leitura: identidade e inserção social,,J. Camelo ponte,,,,,
3583,Crianças na Escuridão,,Júlio Emílio Braz,,,,,
3584,Amar e Ser amado a comunicação no amor,,Pierre Weil,,,,,
3585,Estatística Aplicada a Ciências Humanas,,Jack Levin,,,,,
3586,Introdução Ilustrada à Estatística,,Sergio Francisco Costa,,,,,
3587,Contos de Aprendiz,,Carlos Drummond de Andrade,,,,,
3588,O Homem que Calculava,,Malba Tahan,,,,,
3589,Os Cem Melhores Contos Brasileiros do Século,,Ítalo Moriconi,,,,,
3590,Uma Trilogia Fálica,,Bráulio Pedroso,,,,,
3591,Gramática Didática Del Español,,Leonardo Gómez Torrego,,,,,
3592,A Dádiva da Sobriedade,,Leonardo de Araújo Mota,,,,,
3593,Educação Física,,Marcos Garcia Neira,,,,,
3594,Viver e Conviver,,Canísio Mayer,,,,,
3595,farsa de Inês Pereira,,Gil Vicente,,,,,
3596,O Conto da Mulher Brasileira,,Edla Van Steen,,,,,
3597,O Navio Negreiro,,Castro Alves,,,,,
3598,Melhores Contos de Fausto Wolff,,André Seffrin,,,,,
3599,Melhores Contos de Lêdo Ivo,,Afrânio Coutunho,,,,,
3600,Melhores Poemas de Gonçalves Dias,,José carlos Garbuglio,,,,,
3601,Melhores Contos de Osman Lins,,Sandra Nitrini,,,,,
3602,Melhores Crônicas Ferreira Gullar,,Augusto Sérgio Bastos,,,,,
3603,Melhores Crônicas de Lêdo Ivo,,Gilberto Mendonça Teles,,,,,
3604,"Nova redação, Gramática e Literatura",,Luiz Fernando Mazzaroto,,,,,
3605,Minidicionário Escolar Inglês,,David Conrad,,,,,
3606,O que é Tecnologia,,José Adelino Medeiros,,,,,
3607,No Coração da Amazônia,,Manuel Filho,,,,,
3608,O Elogio da Loucura,,Erasmo de Roterdam,,,,,
3609,Manuais Práticos - Compreender e Comentar Um Texto da Língua Espanhola,,Vários Autores,,,,,
3610,Manuais Práticos - Gramática da Língua Espanhola,,Vários Autores,,,,,
3611,Manuais Práticos - Ortografia da Língua Espanhola,,Vários Autores,,,,,
3612,Autonomia da Escola Principio e Propostas,,Moacir Gadotti,,,,,
3613,A Poesia na Escola,,Ana Gebara,,,,,
3614,Política Social Temas e questões,,Potyara A. P. Pereira,,,,,
3615,A Política Social Brasileira no Século XXI,,Maria Ozanira da Silva e Silva,,,,,
3616,Memórias Póstumas de Brás Cubas: Literatura Brasileira em quadrinhos,,Machado de Assis,,,,,
3617," Brás, Bexiga e Barra Funda - Literatura Brasileira em quadrinhos",,Antônio de Alcântara Machado,,,,,
3618,A Nova Califórnia - Literatura Brasileira em quadrinhos,,Lima Barreto,,,,,
3619,Noções de Probabilidade e Estatística,,Marcos Nascimento Magalhães,,,,,
3620,O Crime do Padre Amaro,,Eça de Queiroz,,,,,
3621,O Moço Loiro,,Joaquim Manuel de macedo,,,,,
3622,"Gramática reflexiva: Texto, Semântica e Interação",,William Cereja e Thereza Cochar,,,,,
3623,Estatística: Para que serve Matemática?,,Imenes e outros,,,,,
3624,Aprendizagem através do jogo,,Juan Antônio Moreno Murcia,,,,,
3625,Cidadania em Preto e branco,,Maria Aparecida S. Bento,,,,,
3626, Já não Somos mais crianças - Para Gostar de Ler,,Alphonse Daudet e outros,,,,,
3627,"Bantos, Malês e Identidade Negra",,Nei lopes,,,,,
3628,Crônicas 6,,Carlos Eduardo Novaes,,,,,
3629,Constituição da república Federativa do Brasil,,Alexandre de Moraes,,,,,
3630,Cinética Química Teoria e Prática,,Alexandre Araújo de Souza e Robson Fernandes de farias,,,,,
3631,Calcinhas Secretas,,Ignácio de Loyola Brandão,,,,,
3632,O valor do Amanhã,,Eduardo Giannetti,,,,,
3633,Ciências Físicas nos Ensinos Fundamental e Médio                                      ,,Jesús La hera e Ana Forteza,,,,,
3634,Política Social e Democracia,,Maria Inês Souza Bravo,,,,,
3635,Psicologia Social: Articulando Saberes e Fazeres,,Cláudia Mayorga e Marco Aurélio Máximo Prado,,,,,
3636,Como Entender o Inglês Falado,,Bem Parry Davies,,,,,
3637,50 Grandes Educadores de Confúcio a Dewey,,Joy A. Palmer,,,,,
3638,Aprendizagem Significativa,,Marco Antonio Moreira,,,,,
3639,Budapeste,,Chico Buarque,,,,,
3640,Redação   Empresarial,,João Bosco Medeiros,,,,,
3641,Didática,,José Carlos Libâneo,,,,,
3642,A Caverna,,José Saramago,,,,,
3643,Bíblia Sagrada: Tradução da CNBB,,CNBB,,,,,
3644,Minidicionário Escolar POR/ESP/POR,,Alfredo Scottini,,,,,
3645,A Sociedade Feudal,,Marc Bloch,,,,,
3646,Literatura e Sociedade,,Adriana Facina,,,,,
3647,A Nova Sociedade Brasileira,,Bernardo Sorj,,,,,
3648,O Moleque Ricardo,,José Lins do Rego,,,,,
3649,Uma Mulher Vestida de Sol,,Ariano Suassuna,,,,,
3650,Minidicionário Espanhol 3 em 1,,María García,,,,,
3651,Dicionário Escolar Língua Portuguesa,,Michaelis,,,,,
3652,Usina,,José Lins do Rego,,,,,
3653,Histórias ou Contos de Outrora,,Charles Perrault,,,,,
3654,Helena,,Machado de Assis,,,,,
3655,Dicionário Mítico-Etimológico,,Junito Brandão,,,,,
3656,Acredito em ti,,Neva Milicic Muller,,,,,
3657,Manual de Iniciação à Filosofia,,Affonso Henrique da Costa,,,,,
3658,Nuevo Dicionario Contemporáneo,,Manoel Dias Martins,,,,,
3659,Novíssima Gramática da Língua Portuguesa,,Domingos Paschoal Cegalla,,,,,
3660,temas de Gramática Conteporánea de la Lengua Española,,Manoel Dias Martins,,,,,
3661,A Escrava Isaura,,Bernardo Guimarães,,,,,
3662,The red Balloon,,Eduardo Amos,,,,,
3663,Fire In The Forest,,Eduardo Amos,,,,,
3664,Nichola's Prize,,Eduardo Amos,,,,,
3665,The Flood,,Eduardo Amos,,,,,
3666,The Big River,,Vera Abi Saber,,,,,
3667,Civilização e outros contos,,Eça de Queiroz,,,,,
3668,The Secret Of The Pyramid,,Eduardo Amos,,,,,
3669,O Massacre da Natureza,,Júlio José Chiavenato,,,,,
3670,A Cartomante e Outros Contos,,Machado de Assis,,,,,
3671,Viagens na Minha Terra,,Almeida Garret,,,,,
3672,Bola de Sebo e Outros Contos,,Guy de Maupassant,,,,,
3673,Melhores Contos de João do Rio,,Helena Parente Cunha,,,,,
3674,Faz de Conto,,Mario Quintana,,,,,
3675,Coriolano,,William Shakespeare,,,,,
3676,São  Bernardo,,Graciliano Ramos,,,,,
3677,Senhora,,José de Alencar,,,,,
3678,O Gene da Matemática,,Keith Devlin,,,,,
3679,Cantos de Outono,,Ruy Câmera,,,,,
3680,Simplified Grammar of English,,Amos e Prescher,,,,,
3681,Sobre Pessoas,,Antônio Torre,,,,,
3682,Balas de Estalo,,Machado de Assis,,,,,
3683,Física Moderna,,Francisco Caruso e Vitor Oguri,,,,,
3684,Física Conceitual,,Paul G. hewitt,,,,,
3685,Frans Krajcberg: Arte e Contexto,,Roseli Ventrella,,,,,
3686,Dieritos Humanos e Diversidade,,Jorge Arruda,,,,,
3687,Africanidade e Afrobrasilidade,,Jorge Arruda,,,,,
3688,A Biologia do Câncer,,Robert A. Weinberg,,,,,
3689,Geografia para o Ensino Médio,,Roberto Filizola,,,,,
3690,Dicionário do Folclore Brasileiro,,Luiíz da Câmera cascudo,,,,,
3691,Take a Lift,,Ruth Marciniuk,,,,,
3692,Español Esencial,,Livia Rádis Baptista,,,,,
3693,Aprender e Praticar Gramática,,Mauro Ferreira,,,,,
3694,Gramática Comparativa,,Marisol Isidoro,,,,,
3695,Gramática sem segredos,,Lorena Menón,,,,,
3696,Cisne Branco,,Marcos Vinícius Lúcio,,,,,
3697,Física Newton para o Ensino Médio,,Márcio Barreto,,,,,
3698,Clube de matemática Jogos Educativos,,Mônica Soltau da Silva,,,,,
3699,O Mergulhador,LIT.BRASILEIRA,Vinicius de Moraes,,,,,
3700,O Mergulhador,LIT.BRASILEIRA,Vinicius de Moraes,,,,,
3701,Português Básico,,Cátia F. de Miranda,,,,,
3702,Estatística Básica,,Sebastião de Paula Figueira,,,,,
3703,Estatística Básica,,Sebastião de Paula Figueira,,,,,
3704,Estatística Básica,,Sebastião de Paula Figueira,,,,,
3705,Redação e estilo,REDAÇÃO,-,,,,,
3706,Matemática Comercial,,Anderson Luiz Vieira,,,,,
3707,Relações Humanas,,-,,,,,
3708,Etiqueta Social e profissional,,-,,,,,
3709,"Confidências, Confusões e... Garotas!",,Gustavo Reiz,,,,,
3710,"Ensino Médio: Ciencia, Cultura e trabalho",,Gaudêncio Frigotto,,,,,
3711,Filosofia para Jovens,,Maria Luiza Silveira Teles,,,,,
3712,Chefia e Liderança,,-,,,,,
3713,Chefia e Liderança,,-,,,,,
3714,Chefia e Liderança,,-,,,,,
3715,Ana Pedro,,Miguel Jorge,,,,,
3716,Robin Hood: A lenda de um foragido,,Tony Lee,,,,,
3717,Guia do Facilitador Para Grupos de Pais,,Diane Tillman,,,,,
3718,O Gigante Preguiçoso,,Virgínia Lefévre,,,,,
3719,Pacto Pela Vida: Drogas: drogas onde buscar ajuda,,Assembleia Legislativa do Ceará,,,,,
3720,Programa Vivendo Valores na Educação: Atividades com Valores para Jovens,,Diane Tillman,,,,,
3721,Programa Vivendo Valores na Educação: Guia de Capacitação do Educação,,Diane Tillman e Pilar Quera Colomina,,,,,
3722,Promoção de Vendas                                ,,-,,,,,
3724,"Protagonismo Juvenil: adolscência, educação e participação democrática",,Antonio Carlos Gomes da Costa,,,,,
3725,A juventude brasileira ganha uma nova escola de Ensino Médio,,Marcos Magalhães,,,,,
3726,Banco de Questões OBMEP 2012,,-,,,,,
3727,Atividades de Gramática 5° série,,Hermínio Sargentim,,,,,
3728,Atlas Geográfico Escolar,,Maria Helena Simielli,,,,,
3729,Entre São francisco Xavier e a Madre de Deus: A Etnia Paiaku nas fronteiras da Colonização,,Marcos Felipe Vicente,,,,,
3730,Use a Cabeça! Java,TÉCNICO,Kathy Sierra e Bert Bates,,,,,
3731,Use a Cabeça! Java,TÉCNICO,Kathy Sierra e Bert Bates,,,,,
3732,Use a Cabeça! Java,TÉCNICO,Kathy Sierra e Bert Bates,,,,,
3733,Use a Cabeça! Java,TÉCNICO,Kathy Sierra e Bert Bates,,,,,
3734,Use a Cabeça! Java,TÉCNICO,Kathy Sierra e Bert Bates,,,,,
3735,Use a Cabeça! Java,TÉCNICO,Kathy Sierra e Bert Bates,,,,,
3736,Introdução à Teoria Geral da Administração,TÉCNICO,Idalverto Chiavenato,,,,,
3737,Introdução à Teoria Geral da Administração,TÉCNICO,Idalverto Chiavenato,,,,,
3738,Introdução à Teoria Geral da Administração,TÉCNICO,Idalverto Chiavenato,,,,,
3739,Introdução à Teoria Geral da Administração,TÉCNICO,Idalverto Chiavenato,,,,,
3740,Use a Cabeça! PHP e MySQL,TÉCNICO,Lynn Beighley e Michael Morrison,,,,,
3741,Use a Cabeça! PHP e MySQL,TÉCNICO,Lynn Beighley e Michael Morrison,,,,,
3742,Use a Cabeça! PHP e MySQL,TÉCNICO,Lynn Beighley e Michael Morrison,,,,,
3743,Use a Cabeça! PHP e MySQL,TÉCNICO,Lynn Beighley e Michael Morrison,,,,,
3744,Use a Cabeça! PHP e MySQL,TÉCNICO,Lynn Beighley e Michael Morrison,,,,,
3745,Java Como Programar,TÉCNICO,Paul Deitel e Harvey Deitel,,,,,
3746,Java Como Programar,TÉCNICO,Paul Deitel e Harvey Deitel,,,,,
3747,Java Como Programar,TÉCNICO,Paul Deitel e Harvey Deitel,,,,,
3748,Java Como Programar,TÉCNICO,Paul Deitel e Harvey Deitel,,,,,
3749,Java Como Programar,TÉCNICO,Paul Deitel e Harvey Deitel,,,,,
3750,Java 7 Ensino Didático,TÉCNICO,Sérgio Furgeri,,,,,
3751,Java 7 Ensino Didático,TÉCNICO,Sérgio Furgeri,,,,,
3752,Java 7 Ensino Didático,TÉCNICO,Sérgio Furgeri,,,,,
3753,Java 7 Ensino Didático,TÉCNICO,Sérgio Furgeri,,,,,
3754,Java 7 Ensino Didático,TÉCNICO,Sérgio Furgeri,,,,,
3755,Java 7 Ensino Didático,TÉCNICO,Sérgio Furgeri,,,,,
3756,Banco de Dados: Projeto e Implementação 2° Edição,TÉCNICO,Felipe Nery Rodrigues Machado,,,,,
3757,Banco de Dados: Projeto e Implementação 2° Edição,TÉCNICO,Felipe Nery Rodrigues Machado,,,,,
3758,,TÉCNICO,Felipe Nery Rodrigues Machado,,,,,
3759,Banco de Dados: Projeto e Implementação 2° Edição,TÉCNICO,Felipe Nery Rodrigues Machado,,,,,
3760,Banco de Dados: Projeto e Implementação 2° Edição,TÉCNICO,Felipe Nery Rodrigues Machado,,,,,
3761,Banco de Dados: Projeto e Implementação 2° Edição,TÉCNICO,Felipe Nery Rodrigues Machado,,,,,
3762,Algoritmos: Lógica para Desenvolvimento de Programação de Computadores,TÉCNICO,José Augusto N. G. Manzano e Jayr Figueiredo de Oliveira,,,,,
3763,Algoritmos: Lógica para Desenvolvimento de Programação de Computadores,TÉCNICO,José Augusto N. G. Manzano e Jayr Figueiredo de Oliveira,,,,,
3764,Algoritmos: Lógica para Desenvolvimento de Programação de Computadores,TÉCNICO,José Augusto N. G. Manzano e Jayr Figueiredo de Oliveira,,,,,
3765,Algoritmos: Lógica para Desenvolvimento de Programação de Computadores,TÉCNICO,José Augusto N. G. Manzano e Jayr Figueiredo de Oliveira,,,,,
3766,Algoritmos: Lógica para Desenvolvimento de Programação de Computadores,TÉCNICO,José Augusto N. G. Manzano e Jayr Figueiredo de Oliveira,,,,,
3767,Algoritmos: Lógica para Desenvolvimento de Programação de Computadores,TÉCNICO,José Augusto N. G. Manzano e Jayr Figueiredo de Oliveira,,,,,
3768,Administração para Administradores e Não-Administradores,TÉCNICO,Idalberto Chiavenato,,,,,
3769,Administração para Administradores e Não-Administradores,TÉCNICO,Idalberto Chiavenato,,,,,
3770,Administração para Administradores e Não-Administradores,TÉCNICO,Idalberto Chiavenato,,,,,
3771,Administração para Administradores e Não-Administradores,TÉCNICO,Idalberto Chiavenato,,,,,
3772,A Emoção é Inimiga do Dinheiro,TÉCNICO,Terry Burnham,,,,,
3773,A Emoção é Inimiga do Dinheiro,TÉCNICO,Terry Burnham,,,,,
3774,A Emoção é Inimiga do Dinheiro,TÉCNICO,Terry Burnham,,,,,
3775,A Emoção é Inimiga do Dinheiro,TÉCNICO,Terry Burnham,,,,,
3776,Análise de Custos e Preços de Vendas(Ênfase em Aplicações e casos Nacionais),TÉCNICO,Rodney Wernke,,,,,
3777,Análise de Custos e Preços de Vendas(Ênfase em Aplicações e casos Nacionais),TÉCNICO,Rodney Wernke,,,,,
3778,Análise de Custos e Preços de Vendas(Ênfase em Aplicações e casos Nacionais),TÉCNICO,Rodney Wernke,,,,,
3779,Análise de Custos e Preços de Vendas(Ênfase em Aplicações e casos Nacionais),TÉCNICO,Rodney Wernke,,,,,
3780,Análise de Custos e Preços de Vendas(Ênfase em Aplicações e casos Nacionais),TÉCNICO,Rodney Wernke,,,,,
3781,Análise de Custos e Preços de Vendas(Ênfase em Aplicações e casos Nacionais),TÉCNICO,Rodney Wernke,,,,,
3782,Análise de Custos e Preços de Vendas(Ênfase em Aplicações e casos Nacionais),TÉCNICO,Rodney Wernke,,,,,
3783,Análise de Custos e Preços de Vendas(Ênfase em Aplicações e casos Nacionais),TÉCNICO,Rodney Wernke,,,,,
3784,Análise de Custos e Preços de Vendas(Ênfase em Aplicações e casos Nacionais),TÉCNICO,Rodney Wernke,,,,,
3785,Análise de Custos e Preços de Vendas(Ênfase em Aplicações e casos Nacionais),TÉCNICO,Rodney Wernke,,,,,
3786,Contabilidade Geral Fácil 7° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3787,Contabilidade Geral Fácil 7° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3788,Contabilidade Geral Fácil 7° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3789,Contabilidade Geral Fácil 7° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3790,Economia e Mercados: Introdução à Economia 19° Edição,TÉCNICO,César Roberto Leite da Silva e Sinclayr Luiz,,,,,
3791,Economia e Mercados: Introdução à Economia 19° Edição,TÉCNICO,César Roberto Leite da Silva e Sinclayr Luiz,,,,,
3792,Economia e Mercados: Introdução à Economia 19° Edição,TÉCNICO,César Roberto Leite da Silva e Sinclayr Luiz,,,,,
3793,Economia e Mercados: Introdução à Economia 19° Edição,TÉCNICO,César Roberto Leite da Silva e Sinclayr Luiz,,,,,
3794,Curso Básico de Finanças,TÉCNICO,Armando Mellagi Filho,,,,,
3795,Curso Básico de Finanças,TÉCNICO,Armando Mellagi Filho,,,,,
3796,Curso Básico de Finanças,TÉCNICO,Armando Mellagi Filho,,,,,
3797,Curso Básico de Finanças,TÉCNICO,Armando Mellagi Filho,,,,,
3798,Matemática Financeira Fácil 14° Edição,TÉCNICO,Antônio Arnot Crespo,,,,,
3799,Matemática Financeira Fácil 14° Edição,TÉCNICO,Antônio Arnot Crespo,,,,,
3800,Matemática Financeira Fácil 14° Edição,TÉCNICO,Antônio Arnot Crespo,,,,,
3801,Matemática Financeira Fácil 14° Edição,TÉCNICO,Antônio Arnot Crespo,,,,,
3802,Contabilidade de Custos Fácil 7° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3803,Contabilidade de Custos Fácil 7° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3804,Contabilidade de Custos Fácil 7° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3805,Contabilidade de Custos Fácil 7° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3806,Estrutura e Análise de balanços Fácil 9° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3807,Estrutura e Análise de balanços Fácil 9° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3808,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3809,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3810,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3811,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3812,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3813,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3814,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3815,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3816,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3817,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3818,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3819,Organização de Uma Empresa de Beleza 5° Edição,TÉCNICO,Anselmo Milani e Sandro Vidotto,,,,,
3820,Gestão de Custos,TÉCNICO, Dalvio José bertó,,,,,
3821,Gestão de Custos,TÉCNICO, Dalvio José bertó,,,,,
3822,Gestão de Custos,TÉCNICO, Dalvio José bertó,,,,,
3823,Gestão de Custos,TÉCNICO, Dalvio José bertó,,,,,
3824,Estrutura e Análise de balanços Fácil 9° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3825,Estrutura e Análise de balanços Fácil 9° Edição,TÉCNICO,Osni Moura Ribeiro,,,,,
3826,Estatística Fácil,TÉCNICO,Antonio Arnot Crespo,,,,,
3827,Estatística Fácil,TÉCNICO,Antonio Arnot Crespo,,,,,
3828,Finanças para empreendedores e profissionais não financeiros,TÉCNICO,Gustavo Cerbasi e Rafael Paschoarelli,,,,,
3829,Finanças para empreendedores e profissionais não financeiros,TÉCNICO,Gustavo Cerbasi e Rafael Paschoarelli,,,,,
3830,Finanças para empreendedores e profissionais não financeiros,TÉCNICO,Gustavo Cerbasi e Rafael Paschoarelli,,,,,
3831,Finanças para empreendedores e profissionais não financeiros,TÉCNICO,Gustavo Cerbasi e Rafael Paschoarelli,,,,,
3832,A Emoção é Inimiga do Dinheiro ,TÉCNICO,Terry Burnham,,,,,
3833,A Emoção é Inimiga do Dinheiro ,TÉCNICO,Terry Burnham,,,,,
3834,A Emoção é Inimiga do Dinheiro ,TÉCNICO,Terry Burnham,,,,,
3835,A Emoção é Inimiga do Dinheiro ,TÉCNICO,Terry Burnham,,,,,
3836,A Emoção é Inimiga do Dinheiro ,TÉCNICO,Terry Burnham,,,,,
3837,A Emoção é Inimiga do Dinheiro ,TÉCNICO,Terry Burnham,,,,,
